iter	Passed	Remaining
1385	42437	110655
1386	42465	110618
1387	42492	110578
1388	42520	110541
1389	42551	110512
1390	42579	110473
1391	42607	110436
1392	42635	110398
1393	42661	110357
1394	42690	110323
1395	42718	110283
1396	42745	110244
1397	42773	110207
1398	42801	110169
1399	42830	110134
1400	42857	110095
1401	42886	110060
1402	42915	110026
1403	42943	109988
1404	42971	109951
1405	42999	109914
1406	43026	109875
1407	43054	109837
1408	43081	109799
1409	43140	109839
1410	43178	109828
1411	43206	109791
1412	43233	109751
1413	43262	109716
1414	43290	109679
1415	43318	109641
1416	43346	109605
1417	43373	109564
1418	43400	109526
1419	43428	109489
1420	43457	109455
1421	43487	109421
1422	43516	109387
1423	43543	109348
1424	43572	109312
1425	43601	109280
1426	43629	109242
1427	43656	109201
1428	43683	109162
1429	43712	109128
1430	43740	109091
1431	43768	109054
1432	43795	109014
1433	43822	108976
1434	43852	108943
1435	43879	108903
1436	43908	108869
1437	43935	108831
1438	43963	108793
1439	43991	108755
1440	44018	108716
1441	44046	108679
1442	44074	108644
1443	44102	108606
1444	44129	108567
1445	44158	108532
1446	44223	108586
1447	44251	108549
1448	44278	108510
1449	44308	108479
1450	44339	108450
1451	44368	108414
1452	44395	108376
1453	44424	108342
1454	44452	108306
1455	44482	108274
1456	44511	108238
1457	44539	108202
1458	44566	108162
1459	44593	108124
1460	44620	108084
1461	44647	108046
1462	44676	108012
1463	44705	107977
1464	44732	107938
1465	44758	107897
1466	44786	107859
1467	44814	107823
1468	44842	107785
1469	44870	107751
1470	44898	107714
1471	44928	107681
1472	44956	107646
1473	44985	107611
1474	45013	107573
1475	45042	107541
1476	45069	107502
1477	45098	107468
1478	45126	107431
1479	45155	107396
1480	45182	107358
1481	45244	107403
1482	45277	107377
1483	45310	107352
1484	45337	107313
1485	45364	107274
1486	45391	107237
1487	45419	107200
1488	45448	107165
1489	45475	107127
1490	45505	107094
1491	45533	107058
1492	45562	107025
1493	45590	106988
1494	45618	106951
1495	45645	106912
1496	45671	106872
1497	45700	106839
1498	45729	106804
1499	45758	106768
1500	45785	106732
1501	45813	106695
1502	45842	106659
1503	45870	106624
1504	45897	106585
1505	45924	106548
1506	45952	106511
1507	45980	106474
1508	46012	106448
1509	46041	106412
1510	46069	106377
1511	46097	106340
1512	46124	106302
1513	46153	106267
1514	46180	106229
1515	46207	106191
1516	46233	106152
1517	46285	106169
1518	46336	106185
1519	46365	106151
1520	46391	106112
1521	46418	106073
1522	46447	106039
1523	46475	106004
1524	46505	105971
1525	46531	105931
1526	46559	105894
1527	46587	105859
1528	46615	105822
1529	46643	105786
1530	46671	105751
1531	46701	105719
1532	46729	105682
