iter	Passed	Remaining
2773	82527	140600
2774	82553	140563
2775	82581	140531
2776	82685	140627
2777	82712	140592
2778	82737	140556
2779	82765	140521
2780	82792	140488
2781	82818	140451
2782	82845	140417
2783	82871	140381
2784	82897	140344
2785	82922	140307
2786	82949	140273
2787	82978	140241
2788	83003	140204
2789	83029	140168
2790	83058	140136
2791	83085	140103
2792	83112	140068
2793	83139	140033
2794	83165	139998
2795	83191	139962
2796	83218	139927
2797	83244	139891
2798	83271	139856
2799	83296	139819
2800	83321	139781
2801	83348	139746
2802	83381	139722
2803	83408	139688
2804	83435	139654
2805	83460	139616
2806	83486	139580
2807	83513	139545
2808	83538	139508
2809	83564	139472
2810	83591	139437
2811	83618	139403
2812	83643	139366
2813	83697	139376
2814	83775	139427
2815	83808	139403
2816	83838	139373
2817	83868	139343
2818	83896	139312
2819	83927	139284
2820	83963	139264
2821	83996	139240
2822	84030	139218
2823	84065	139196
2824	84093	139163
2825	84120	139129
2826	84149	139098
2827	84179	139068
2828	84211	139042
2829	84244	139017
2830	84272	138986
2831	84300	138952
2832	84328	138920
2833	84363	138899
2834	84391	138865
2835	84417	138830
2836	84446	138799
2837	84474	138767
2838	84504	138736
2839	84532	138704
2840	84559	138669
2841	84587	138638
2842	84618	138610
2843	84646	138578
2844	84677	138549
2845	84705	138516
2846	84732	138483
2847	84832	138568
2848	84868	138547
2849	84895	138513
2850	84922	138480
2851	84950	138446
2852	84992	138437
2853	85021	138405
2854	85050	138374
2855	85089	138359
2856	85124	138338
2857	85159	138317
2858	85190	138290
2859	85222	138262
2860	85252	138233
2861	85298	138230
2862	85383	138288
2863	85436	138297
2864	85477	138285
2865	85512	138264
2866	85546	138241
2867	85580	138218
2868	85615	138195
2869	85648	138171
2870	85684	138151
2871	85720	138131
2872	85754	138108
2873	85791	138090
2874	85826	138068
2875	85941	138176
2876	86005	138200
2877	86040	138179
2878	86075	138157
2879	86114	138141
2880	86157	138132
2881	86191	138109
2882	86234	138101
2883	86290	138112
2884	86338	138111
2885	86412	138152
2886	86466	138161
2887	86503	138141
2888	86537	138118
2889	86574	138099
2890	86611	138081
2891	86645	138057
2892	86678	138031
2893	86710	138005
2894	86747	137987
2895	86796	137986
2896	86858	138007
2897	86921	138030
2898	87060	138172
2899	87095	138152
2900	87135	138137
2901	87175	138123
2902	87228	138129
2903	87287	138144
2904	87331	138136
2905	87375	138128
2906	87431	138139
2907	87469	138122
2908	87504	138100
2909	87539	138078
2910	87573	138054
2911	87609	138033
2912	87643	138009
2913	87673	137979
2914	87700	137944
2915	87727	137908
2916	87753	137872
2917	87783	137843
2918	87818	137820
2919	87846	137787
2920	87876	137757
2921	87906	137725
2922	87933	137690
2923	87960	137656
2924	87987	137622
2925	88015	137588
2926	88111	137661
2927	88152	137647
2928	88178	137611
2929	88206	137578
2930	88235	137546
2931	88262	137511
2932	88312	137511
2933	88355	137502
2934	88382	137467
2935	88410	137434
2936	88436	137397
2937	88463	137362
2938	88490	137326
2939	88516	137291
2940	88542	137254
2941	88568	137218
2942	88596	137185
2943	88625	137153
2944	88652	137118
2945	88679	137082
2946	88707	137050
2947	88734	137015
2948	88761	136979
2949	88788	136945
2950	88818	136914
2951	88845	136879
2952	88872	136844
2953	88899	136810
2954	88929	136780
2955	88956	136745
2956	88984	136711
2957	89011	136677
2958	89040	136644
2959	89066	136608
2960	89096	136578
2961	89154	136590
2962	89231	136632
2963	89261	136602
2964	89286	136565
2965	89317	136536
2966	89347	136505
2967	89374	136471
2968	89401	136436
2969	89429	136403
2970	89458	136371
2971	89485	136335
2972	89514	136303
2973	89540	136268
2974	89567	136232
2975	89595	136200
2976	89623	136166
2977	89651	136132
2978	89678	136098
2979	89704	136062
2980	89732	136029
2981	89759	135994
2982	89788	135961
2983	89816	135928
2984	89843	135893
2985	89870	135858
2986	89896	135823
2987	89922	135786
2988	89949	135751
2989	89975	135715
2990	90000	135678
2991	90027	135643
2992	90053	135607
2993	90080	135571
2994	90105	135534
2995	90131	135498
2996	90159	135464
2997	90186	135429
2998	90213	135395
2999	90322	135483
3000	90350	135450
3001	90379	135418
3002	90405	135382
3003	90431	135346
3004	90458	135311
3005	90485	135276
3006	90511	135239
3007	90537	135204
3008	90569	135176
3009	90596	135141
3010	90621	135105
3011	90648	135069
3012	90675	135035
3013	90702	135000
3014	90729	134965
3015	90756	134931
3016	90785	134898
3017	90811	134863
3018	90837	134826
3019	90862	134789
3020	90889	134754
3021	90916	134719
3022	90941	134683
3023	90969	134649
3024	90995	134612
3025	91021	134576
3026	91048	134541
3027	91075	134507
3028	91103	134474
3029	91129	134438
3030	91155	134402
3031	91181	134366
3032	91207	134330
3033	91233	134294
3034	91260	134259
3035	91286	134223
3036	91396	134311
3037	91426	134280
3038	91453	134246
3039	91479	134209
3040	91506	134174
3041	91534	134142
3042	91562	134109
3043	91588	134073
3044	91616	134039
3045	91645	134007
3046	91673	133974
3047	91699	133939
3048	91725	133903
3049	91751	133867
3050	91779	133833
3051	91807	133801
3052	91856	133797
