type,labels,number_of_crashes,center_lat,center_lng
"В темное время суток, освещение отсутствует",154,2,53.182636,48.502945
"В темное время суток, освещение отсутствует",27,2,53.314717,48.637365
"В темное время суток, освещение отсутствует",26,2,53.901572,51.1939715
"В темное время суток, освещение отсутствует",30,2,53.467447,50.398579
"В темное время суток, освещение отсутствует",32,3,53.54727533333333,49.38877166666666
"В темное время суток, освещение отсутствует",35,2,53.5650635,49.153529500000005
"В темное время суток, освещение отсутствует",173,2,53.560348,49.358328
"В темное время суток, освещение отсутствует",174,2,53.119761999999994,50.1201765
"В темное время суток, освещение отсутствует",47,2,53.806853000000004,49.7984235
"В темное время суток, освещение отсутствует",48,2,52.9053185,49.6873135
"В темное время суток, освещение отсутствует",52,2,53.437580999999994,50.668631000000005
"В темное время суток, освещение отсутствует",54,2,53.115167,48.351828
"В темное время суток, освещение отсутствует",56,2,53.472649000000004,50.166131
"В темное время суток, освещение отсутствует",186,3,53.201459666666665,50.20483633333333
"В темное время суток, освещение отсутствует",188,2,53.244361,50.256213
"В темное время суток, освещение отсутствует",60,2,53.150487999999996,50.4536645
"В темное время суток, освещение отсутствует",61,2,53.1323185,50.1716135
"В темное время суток, освещение отсутствует",63,2,53.258571,50.9096515
"В темное время суток, освещение отсутствует",65,2,53.1882555,50.2219685
"В темное время суток, освещение отсутствует",200,3,53.067707,50.01951666666667
"В темное время суток, освещение отсутствует",72,2,53.5757,49.3316065
"В темное время суток, освещение отсутствует",74,2,53.9846255,51.4993345
"В темное время суток, освещение отсутствует",203,2,53.004211,50.5057975
"В темное время суток, освещение отсутствует",211,3,53.466121666666666,50.187458
"В темное время суток, освещение отсутствует",84,2,53.2111545,48.415011
"В темное время суток, освещение отсутствует",213,4,53.259192999999996,50.2929675
"В темное время суток, освещение отсутствует",87,2,52.003586999999996,50.872699
"В темное время суток, освещение отсутствует",91,2,53.516512500000005,49.7211698
"В темное время суток, освещение отсутствует",220,2,53.088268,50.1544205
"В темное время суток, освещение отсутствует",97,2,53.2707,50.275061
"В темное время суток, освещение отсутствует",126,2,52.8569335,49.6229485
"В темное время суток, освещение отсутствует",104,3,53.51221033333333,49.928155333333336
"В темное время суток, освещение отсутствует",108,2,53.644782,49.2951045
"В темное время суток, освещение отсутствует",110,2,53.1023665,50.253487500000006
"В темное время суток, освещение отсутствует",238,2,53.577906999999996,49.418048999999996
"В темное время суток, освещение отсутствует",113,3,53.113161,50.083269
"В темное время суток, освещение отсутствует",114,2,53.280996,48.1607365
"В темное время суток, освещение отсутствует",117,2,53.515086,49.659349000000006
"В темное время суток, освещение отсутствует",245,2,53.19416,50.231752
"В темное время суток, освещение отсутствует",247,2,53.1843715,50.0931625
"В темное время суток, освещение отсутствует",249,2,53.255309,50.2798875
"В темное время суток, освещение отсутствует",250,3,53.072643666666664,50.03124666666667
"В темное время суток, освещение отсутствует",254,2,53.1833755,50.2026915
